day,complaint_type,n
2024-12-22T00:00:00.000,Noise - Residential,1083
2024-12-22T00:00:00.000,Noise - Street/Sidewalk,71
2024-12-22T00:00:00.000,Rodent,31
2024-12-22T00:00:00.000,Snow or Ice,227
2024-12-22T00:00:00.000,Street Condition,154
2024-12-23T00:00:00.000,Blocked Driveway,464
2024-12-23T00:00:00.000,Damaged Tree,20
2024-12-23T00:00:00.000,Dead/Dying Tree,5
2024-12-23T00:00:00.000,Dirty Condition,81
2024-12-23T00:00:00.000,HEAT/HOT WATER,5313
2024-12-23T00:00:00.000,Illegal Parking,1060
2024-12-23T00:00:00.000,Noise - Residential,745
2024-12-23T00:00:00.000,Noise - Street/Sidewalk,67
2024-12-23T00:00:00.000,Rodent,36
2024-12-23T00:00:00.000,Snow or Ice,221
2024-12-23T00:00:00.000,Street Condition,121
2024-12-24T00:00:00.000,Blocked Driveway,508
2024-12-24T00:00:00.000,Damaged Tree,11
2024-12-24T00:00:00.000,Dead/Dying Tree,4
2024-12-24T00:00:00.000,Dirty Condition,41
2024-12-24T00:00:00.000,HEAT/HOT WATER,2395
2024-12-24T00:00:00.000,Illegal Fireworks,12
2024-12-24T00:00:00.000,Illegal Parking,1025
2024-12-24T00:00:00.000,Noise - Residential,919
2024-12-24T00:00:00.000,Noise - Street/Sidewalk,119
2024-12-24T00:00:00.000,Rodent,35
2024-12-24T00:00:00.000,Snow or Ice,79
2024-12-24T00:00:00.000,Street Condition,53
2024-12-25T00:00:00.000,Blocked Driveway,477
2024-12-25T00:00:00.000,Damaged Tree,5
2024-12-25T00:00:00.000,Dirty Condition,49
2024-12-25T00:00:00.000,HEAT/HOT WATER,1478
2024-12-25T00:00:00.000,Illegal Fireworks,21
2024-12-25T00:00:00.000,Illegal Parking,997
2024-12-25T00:00:00.000,Noise - Residential,1304
2024-12-25T00:00:00.000,Noise - Street/Sidewalk,174
2024-12-25T00:00:00.000,Rodent,39
2024-12-25T00:00:00.000,Snow or Ice,52
2024-12-25T00:00:00.000,Street Condition,78
2024-12-26T00:00:00.000,Blocked Driveway,425
2024-12-26T00:00:00.000,Damaged Tree,13
2024-12-26T00:00:00.000,Dead/Dying Tree,5
2024-12-26T00:00:00.000,Dirty Condition,114
2024-12-26T00:00:00.000,HEAT/HOT WATER,2023
2024-12-26T00:00:00.000,Illegal Fireworks,2
2024-12-26T00:00:00.000,Illegal Parking,1060
2024-12-26T00:00:00.000,Noise - Residential,763
2024-12-26T00:00:00.000,Noise - Street/Sidewalk,91
2024-12-26T00:00:00.000,Rodent,54
2024-12-26T00:00:00.000,Snow or Ice,45
2024-12-26T00:00:00.000,Street Condition,202
2024-12-27T00:00:00.000,Blocked Driveway,430
2024-12-27T00:00:00.000,Damaged Tree,16
2024-12-27T00:00:00.000,Dead/Dying Tree,8
2024-12-27T00:00:00.000,Dirty Condition,115
2024-12-27T00:00:00.000,HEAT/HOT WATER,1736
2024-12-27T00:00:00.000,Illegal Fireworks,2
2024-12-27T00:00:00.000,Illegal Parking,1089
2024-12-27T00:00:00.000,Noise - Residential,816
2024-12-27T00:00:00.000,Noise - Street/Sidewalk,151
2024-12-27T00:00:00.000,Rodent,58
2024-12-27T00:00:00.000,Snow or Ice,34
2024-12-27T00:00:00.000,Street Condition,83
2024-12-28T00:00:00.000,Blocked Driveway,461
2024-12-28T00:00:00.000,Damaged Tree,14
2024-12-28T00:00:00.000,Dead/Dying Tree,3
2024-12-28T00:00:00.000,Dirty Condition,103
2024-12-28T00:00:00.000,HEAT/HOT WATER,1127
2024-12-28T00:00:00.000,Illegal Fireworks,5
2024-12-28T00:00:00.000,Illegal Parking,1118
2024-12-28T00:00:00.000,Noise - Residential,1671
2024-12-28T00:00:00.000,Noise - Street/Sidewalk,158
2024-12-28T00:00:00.000,Rodent,41
2024-12-28T00:00:00.000,Snow or Ice,2
2024-12-28T00:00:00.000,Street Condition,71
2024-12-29T00:00:00.000,Blocked Driveway,439
2024-12-29T00:00:00.000,Damaged Tree,28
2024-12-29T00:00:00.000,Dead/Dying Tree,3
2024-12-29T00:00:00.000,Dirty Condition,170
2024-12-29T00:00:00.000,HEAT/HOT WATER,695
2024-12-29T00:00:00.000,Illegal Fireworks,8
2024-12-29T00:00:00.000,Illegal Parking,1332
2024-12-29T00:00:00.000,Noise - Residential,4648
2024-12-29T00:00:00.000,Noise - Street/Sidewalk,294
2024-12-29T00:00:00.000,Rodent,56
2024-12-29T00:00:00.000,Street Condition,195
2024-12-30T00:00:00.000,Blocked Driveway,481
2024-12-30T00:00:00.000,Damaged Tree,58
2024-12-30T00:00:00.000,Dead/Dying Tree,25
2024-12-30T00:00:00.000,Dirty Condition,183
2024-12-30T00:00:00.000,HEAT/HOT WATER,966
2024-12-30T00:00:00.000,Illegal Fireworks,17
2024-12-30T00:00:00.000,Illegal Parking,1336
2024-12-30T00:00:00.000,Noise - Residential,3041
2024-12-30T00:00:00.000,Noise - Street/Sidewalk,244
2024-12-30T00:00:00.000,Rodent,73
2024-12-30T00:00:00.000,Street Condition,187
2024-12-31T00:00:00.000,Blocked Driveway,467
2024-12-31T00:00:00.000,Damaged Tree,20
2024-12-31T00:00:00.000,Dead/Dying Tree,5
2024-12-31T00:00:00.000,Dirty Condition,142
2024-12-31T00:00:00.000,HEAT/HOT WATER,828
2024-12-31T00:00:00.000,Illegal Fireworks,90
2024-12-31T00:00:00.000,Illegal Parking,1384
2024-12-31T00:00:00.000,Noise - Residential,4441
2024-12-31T00:00:00.000,Noise - Street/Sidewalk,239
2024-12-31T00:00:00.000,Rodent,53
2024-12-31T00:00:00.000,Snow or Ice,1
2024-12-31T00:00:00.000,Street Condition,154
2025-01-01T00:00:00.000,Blocked Driveway,513
2025-01-01T00:00:00.000,Damaged Tree,37
2025-01-01T00:00:00.000,Dead/Dying Tree,18
2025-01-01T00:00:00.000,Dirty Condition,110
2025-01-01T00:00:00.000,HEAT/HOT WATER,951
2025-01-01T00:00:00.000,Illegal Fireworks,232
2025-01-01T00:00:00.000,Illegal Parking,1282
2025-01-01T00:00:00.000,Noise - Residential,4692
2025-01-01T00:00:00.000,Noise - Street/Sidewalk,395
2025-01-01T00:00:00.000,Rodent,53
2025-01-01T00:00:00.000,Street Condition,189
2025-01-02T00:00:00.000,Blocked Driveway,447
2025-01-02T00:00:00.000,Damaged Tree,68
2025-01-02T00:00:00.000,Dead/Dying Tree,18
2025-01-02T00:00:00.000,Dirty Condition,158
2025-01-02T00:00:00.000,HEAT/HOT WATER,1704
2025-01-02T00:00:00.000,Illegal Fireworks,4
2025-01-02T00:00:00.000,Illegal Parking,1474
2025-01-02T00:00:00.000,Noise - Residential,4945
2025-01-02T00:00:00.000,Noise - Street/Sidewalk,121
2025-01-02T00:00:00.000,Rodent,68
2025-01-02T00:00:00.000,Snow or Ice,2
2025-01-02T00:00:00.000,Street Condition,240
2025-01-03T00:00:00.000,Blocked Driveway,461
2025-01-03T00:00:00.000,Damaged Tree,29
2025-01-03T00:00:00.000,Dead/Dying Tree,11
2025-01-03T00:00:00.000,Dirty Condition,171
2025-01-03T00:00:00.000,HEAT/HOT WATER,1638
2025-01-03T00:00:00.000,Illegal Fireworks,8
2025-01-03T00:00:00.000,Illegal Parking,1495
2025-01-03T00:00:00.000,Noise - Residential,2892
2025-01-03T00:00:00.000,Noise - Street/Sidewalk,148
2025-01-03T00:00:00.000,Rodent,78
2025-01-03T00:00:00.000,Snow or Ice,5
2025-01-03T00:00:00.000,Street Condition,136
2025-01-04T00:00:00.000,Blocked Driveway,433
2025-01-04T00:00:00.000,Damaged Tree,29
2025-01-04T00:00:00.000,Dead/Dying Tree,10
2025-01-04T00:00:00.000,Dirty Condition,116
2025-01-04T00:00:00.000,HEAT/HOT WATER,2339
2025-01-04T00:00:00.000,Illegal Fireworks,6
2025-01-04T00:00:00.000,Illegal Parking,1276
2025-01-04T00:00:00.000,Noise - Residential,3809
2025-01-04T00:00:00.000,Noise - Street/Sidewalk,131
2025-01-04T00:00:00.000,Rodent,57
2025-01-04T00:00:00.000,Snow or Ice,10
2025-01-04T00:00:00.000,Street Condition,110
2025-01-05T00:00:00.000,Blocked Driveway,477
2025-01-05T00:00:00.000,Damaged Tree,17
2025-01-05T00:00:00.000,Dead/Dying Tree,4
2025-01-05T00:00:00.000,Dirty Condition,108
2025-01-05T00:00:00.000,HEAT/HOT WATER,2205
2025-01-05T00:00:00.000,Illegal Fireworks,10
2025-01-05T00:00:00.000,Illegal Parking,1392
2025-01-05T00:00:00.000,Noise - Residential,6053
2025-01-05T00:00:00.000,Noise - Street/Sidewalk,141
2025-01-05T00:00:00.000,Rodent,36
2025-01-05T00:00:00.000,Snow or Ice,12
2025-01-05T00:00:00.000,Street Condition,155
2025-01-06T00:00:00.000,Blocked Driveway,446
2025-01-06T00:00:00.000,Damaged Tree,31
2025-01-06T00:00:00.000,Dead/Dying Tree,17
2025-01-06T00:00:00.000,Dirty Condition,156
2025-01-06T00:00:00.000,HEAT/HOT WATER,2498
2025-01-06T00:00:00.000,Illegal Fireworks,5
2025-01-06T00:00:00.000,Illegal Parking,1354
2025-01-06T00:00:00.000,Noise - Residential,4449
2025-01-06T00:00:00.000,Noise - Street/Sidewalk,60
2025-01-06T00:00:00.000,Rodent,74
2025-01-06T00:00:00.000,Snow or Ice,156
2025-01-06T00:00:00.000,Street Condition,251
2025-01-07T00:00:00.000,Blocked Driveway,520
2025-01-07T00:00:00.000,Damaged Tree,66
2025-01-07T00:00:00.000,Dead/Dying Tree,12
2025-01-07T00:00:00.000,Dirty Condition,116
2025-01-07T00:00:00.000,HEAT/HOT WATER,3659
2025-01-07T00:00:00.000,Illegal Parking,1472
2025-01-07T00:00:00.000,Noise - Residential,3414
2025-01-07T00:00:00.000,Noise - Street/Sidewalk,58
2025-01-07T00:00:00.000,Rodent,84
2025-01-07T00:00:00.000,Snow or Ice,362
2025-01-07T00:00:00.000,Street Condition,291
2025-01-08T00:00:00.000,Blocked Driveway,477
2025-01-08T00:00:00.000,Damaged Tree,49
2025-01-08T00:00:00.000,Dead/Dying Tree,18
2025-01-08T00:00:00.000,Dirty Condition,132
2025-01-08T00:00:00.000,HEAT/HOT WATER,3845
2025-01-08T00:00:00.000,Illegal Parking,1427
2025-01-08T00:00:00.000,Noise - Residential,2174
2025-01-08T00:00:00.000,Noise - Street/Sidewalk,64
2025-01-08T00:00:00.000,Rodent,49
2025-01-08T00:00:00.000,Snow or Ice,51
2025-01-08T00:00:00.000,Street Condition,225
2025-01-09T00:00:00.000,Blocked Driveway,441
2025-01-09T00:00:00.000,Damaged Tree,85
2025-01-09T00:00:00.000,Dead/Dying Tree,17
2025-01-09T00:00:00.000,Dirty Condition,123
2025-01-09T00:00:00.000,HEAT/HOT WATER,3599
2025-01-09T00:00:00.000,Illegal Parking,1461
2025-01-09T00:00:00.000,Noise - Residential,3620
2025-01-09T00:00:00.000,Noise - Street/Sidewalk,49
2025-01-09T00:00:00.000,Rodent,73
2025-01-09T00:00:00.000,Snow or Ice,36
2025-01-09T00:00:00.000,Street Condition,238
2025-01-10T00:00:00.000,Blocked Driveway,510
2025-01-10T00:00:00.000,Damaged Tree,43
2025-01-10T00:00:00.000,Dead/Dying Tree,12
2025-01-10T00:00:00.000,Dirty Condition,150
2025-01-10T00:00:00.000,HEAT/HOT WATER,2094
2025-01-10T00:00:00.000,Illegal Parking,1502
2025-01-10T00:00:00.000,Noise - Residential,4770
2025-01-10T00:00:00.000,Noise - Street/Sidewalk,131
2025-01-10T00:00:00.000,Rodent,67
2025-01-10T00:00:00.000,Snow or Ice,19
2025-01-10T00:00:00.000,Street Condition,133
2025-01-11T00:00:00.000,Blocked Driveway,478
2025-01-11T00:00:00.000,Damaged Tree,27
2025-01-11T00:00:00.000,Dead/Dying Tree,5
2025-01-11T00:00:00.000,Dirty Condition,129
2025-01-11T00:00:00.000,HEAT/HOT WATER,1440
2025-01-11T00:00:00.000,Illegal Fireworks,3
2025-01-11T00:00:00.000,Illegal Parking,1354
2025-01-11T00:00:00.000,Noise - Residential,4552
2025-01-11T00:00:00.000,Noise - Street/Sidewalk,163
2025-01-11T00:00:00.000,Rodent,57
2025-01-11T00:00:00.000,Snow or Ice,2
2025-01-11T00:00:00.000,Street Condition,78
2025-01-12T00:00:00.000,Blocked Driveway,501
2025-01-12T00:00:00.000,Damaged Tree,15
2025-01-12T00:00:00.000,Dead/Dying Tree,4
2025-01-12T00:00:00.000,Dirty Condition,148
2025-01-12T00:00:00.000,HEAT/HOT WATER,1346
2025-01-12T00:00:00.000,Illegal Fireworks,3
2025-01-12T00:00:00.000,Illegal Parking,1382
2025-01-12T00:00:00.000,Noise - Residential,4742
2025-01-12T00:00:00.000,Noise - Street/Sidewalk,214
2025-01-12T00:00:00.000,Rodent,69
2025-01-12T00:00:00.000,Snow or Ice,6
2025-01-12T00:00:00.000,Street Condition,186
2025-01-13T00:00:00.000,Blocked Driveway,463
2025-01-13T00:00:00.000,Damaged Tree,47
2025-01-13T00:00:00.000,Dead/Dying Tree,7
2025-01-13T00:00:00.000,Dirty Condition,208
2025-01-13T00:00:00.000,HEAT/HOT WATER,1494
2025-01-13T00:00:00.000,Illegal Parking,1569
2025-01-13T00:00:00.000,Noise - Residential,3795
2025-01-13T00:00:00.000,Noise - Street/Sidewalk,115
2025-01-13T00:00:00.000,Rodent,96
2025-01-13T00:00:00.000,Snow or Ice,8
2025-01-13T00:00:00.000,Street Condition,231
2025-01-14T00:00:00.000,Blocked Driveway,493
2025-01-14T00:00:00.000,Damaged Tree,32
2025-01-14T00:00:00.000,Dead/Dying Tree,13
2025-01-14T00:00:00.000,Dirty Condition,146
2025-01-14T00:00:00.000,HEAT/HOT WATER,1916
2025-01-14T00:00:00.000,Illegal Parking,1526
2025-01-14T00:00:00.000,Noise - Residential,717
2025-01-14T00:00:00.000,Noise - Street/Sidewalk,91
2025-01-14T00:00:00.000,Rodent,90
2025-01-14T00:00:00.000,Snow or Ice,8
2025-01-14T00:00:00.000,Street Condition,244
2025-01-15T00:00:00.000,Blocked Driveway,457
2025-01-15T00:00:00.000,Damaged Tree,33
2025-01-15T00:00:00.000,Dead/Dying Tree,14
2025-01-15T00:00:00.000,Dirty Condition,140
2025-01-15T00:00:00.000,HEAT/HOT WATER,2228
2025-01-15T00:00:00.000,Illegal Fireworks,3
2025-01-15T00:00:00.000,Illegal Parking,1468
2025-01-15T00:00:00.000,Noise - Residential,638
2025-01-15T00:00:00.000,Noise - Street/Sidewalk,57
2025-01-15T00:00:00.000,Rodent,61
2025-01-15T00:00:00.000,Snow or Ice,9
2025-01-15T00:00:00.000,Street Condition,250
2025-01-16T00:00:00.000,Blocked Driveway,493
2025-01-16T00:00:00.000,Damaged Tree,28
2025-01-16T00:00:00.000,Dead/Dying Tree,15
2025-01-16T00:00:00.000,Dirty Condition,134
2025-01-16T00:00:00.000,HEAT/HOT WATER,2070
2025-01-16T00:00:00.000,Illegal Fireworks,1
2025-01-16T00:00:00.000,Illegal Parking,1468
2025-01-16T00:00:00.000,Noise - Residential,668
2025-01-16T00:00:00.000,Noise - Street/Sidewalk,99
2025-01-16T00:00:00.000,Rodent,94
2025-01-16T00:00:00.000,Snow or Ice,16
2025-01-16T00:00:00.000,Street Condition,206
2025-01-17T00:00:00.000,Blocked Driveway,541
2025-01-17T00:00:00.000,Damaged Tree,28
2025-01-17T00:00:00.000,Dead/Dying Tree,7
2025-01-17T00:00:00.000,Dirty Condition,145
2025-01-17T00:00:00.000,HEAT/HOT WATER,1579
2025-01-17T00:00:00.000,Illegal Fireworks,1
2025-01-17T00:00:00.000,Illegal Parking,1542
2025-01-17T00:00:00.000,Noise - Residential,749
2025-01-17T00:00:00.000,Noise - Street/Sidewalk,136
2025-01-17T00:00:00.000,Rodent,81
2025-01-17T00:00:00.000,Snow or Ice,11
2025-01-17T00:00:00.000,Street Condition,122
2025-01-18T00:00:00.000,Blocked Driveway,484
2025-01-18T00:00:00.000,Damaged Tree,13
2025-01-18T00:00:00.000,Dead/Dying Tree,4
2025-01-18T00:00:00.000,Dirty Condition,111
2025-01-18T00:00:00.000,HEAT/HOT WATER,1305
2025-01-18T00:00:00.000,Illegal Fireworks,12
2025-01-18T00:00:00.000,Illegal Parking,1429
2025-01-18T00:00:00.000,Noise - Residential,1123
2025-01-18T00:00:00.000,Noise - Street/Sidewalk,208
2025-01-18T00:00:00.000,Rodent,50
2025-01-18T00:00:00.000,Snow or Ice,4
2025-01-18T00:00:00.000,Street Condition,64
2025-01-19T00:00:00.000,Blocked Driveway,463
2025-01-19T00:00:00.000,Damaged Tree,12
2025-01-19T00:00:00.000,Dead/Dying Tree,2
2025-01-19T00:00:00.000,Dirty Condition,98
2025-01-19T00:00:00.000,HEAT/HOT WATER,1526
2025-01-19T00:00:00.000,Illegal Parking,1298
2025-01-19T00:00:00.000,Noise - Residential,1115
2025-01-19T00:00:00.000,Noise - Street/Sidewalk,164
2025-01-19T00:00:00.000,Rodent,55
2025-01-19T00:00:00.000,Snow or Ice,85
2025-01-19T00:00:00.000,Street Condition,57
2025-01-20T00:00:00.000,Blocked Driveway,426
2025-01-20T00:00:00.000,Damaged Tree,19
2025-01-20T00:00:00.000,Dead/Dying Tree,2
2025-01-20T00:00:00.000,Dirty Condition,73
2025-01-20T00:00:00.000,HEAT/HOT WATER,2775
2025-01-20T00:00:00.000,Illegal Fireworks,10
2025-01-20T00:00:00.000,Illegal Parking,923
2025-01-20T00:00:00.000,Noise - Residential,881
2025-01-20T00:00:00.000,Noise - Street/Sidewalk,58
2025-01-20T00:00:00.000,Rodent,58
2025-01-20T00:00:00.000,Snow or Ice,976
2025-01-20T00:00:00.000,Street Condition,148
2025-01-21T00:00:00.000,Blocked Driveway,423
2025-01-21T00:00:00.000,Damaged Tree,20
2025-01-21T00:00:00.000,Dead/Dying Tree,4
2025-01-21T00:00:00.000,Dirty Condition,102
2025-01-21T00:00:00.000,HEAT/HOT WATER,4810
2025-01-21T00:00:00.000,Illegal Fireworks,2
2025-01-21T00:00:00.000,Illegal Parking,1216
2025-01-21T00:00:00.000,Noise - Residential,671
2025-01-21T00:00:00.000,Noise - Street/Sidewalk,55
2025-01-21T00:00:00.000,Rodent,68
2025-01-21T00:00:00.000,Snow or Ice,1386
2025-01-21T00:00:00.000,Street Condition,182
2025-01-22T00:00:00.000,Blocked Driveway,450
2025-01-22T00:00:00.000,Damaged Tree,23
2025-01-22T00:00:00.000,Dead/Dying Tree,10
2025-01-22T00:00:00.000,Dirty Condition,84
2025-01-22T00:00:00.000,HEAT/HOT WATER,4905
2025-01-22T00:00:00.000,Illegal Fireworks,3
2025-01-22T00:00:00.000,Illegal Parking,1206
2025-01-22T00:00:00.000,Noise - Residential,688
2025-01-22T00:00:00.000,Noise - Street/Sidewalk,55
2025-01-22T00:00:00.000,Rodent,69
2025-01-22T00:00:00.000,Snow or Ice,904
2025-01-22T00:00:00.000,Street Condition,227
2025-01-23T00:00:00.000,Blocked Driveway,429
2025-01-23T00:00:00.000,Damaged Tree,25
2025-01-23T00:00:00.000,Dead/Dying Tree,11
2025-01-23T00:00:00.000,Dirty Condition,84
2025-01-23T00:00:00.000,HEAT/HOT WATER,3237
2025-01-23T00:00:00.000,Illegal Fireworks,2
2025-01-23T00:00:00.000,Illegal Parking,1294
2025-01-23T00:00:00.000,Noise - Residential,666
2025-01-23T00:00:00.000,Noise - Street/Sidewalk,66
2025-01-23T00:00:00.000,Rodent,82
2025-01-23T00:00:00.000,Snow or Ice,539
2025-01-23T00:00:00.000,Street Condition,206
2025-01-24T00:00:00.000,Blocked Driveway,493
2025-01-24T00:00:00.000,Damaged Tree,16
2025-01-24T00:00:00.000,Dead/Dying Tree,4
2025-01-24T00:00:00.000,Dirty Condition,128
2025-01-24T00:00:00.000,HEAT/HOT WATER,2144
2025-01-24T00:00:00.000,Illegal Fireworks,2
2025-01-24T00:00:00.000,Illegal Parking,1359
2025-01-24T00:00:00.000,Noise - Residential,3144
2025-01-24T00:00:00.000,Noise - Street/Sidewalk,92
2025-01-24T00:00:00.000,Rodent,66
2025-01-24T00:00:00.000,Snow or Ice,310
2025-01-24T00:00:00.000,Street Condition,111
2025-01-25T00:00:00.000,Blocked Driveway,477
2025-01-25T00:00:00.000,Damaged Tree,12
2025-01-25T00:00:00.000,Dead/Dying Tree,5
2025-01-25T00:00:00.000,Dirty Condition,76
2025-01-25T00:00:00.000,HEAT/HOT WATER,2058
2025-01-25T00:00:00.000,Illegal Fireworks,2
2025-01-25T00:00:00.000,Illegal Parking,1330
2025-01-25T00:00:00.000,Noise - Residential,1162
2025-01-25T00:00:00.000,Noise - Street/Sidewalk,138
2025-01-25T00:00:00.000,Rodent,49
2025-01-25T00:00:00.000,Snow or Ice,116
2025-01-25T00:00:00.000,Street Condition,74
2025-01-26T00:00:00.000,Blocked Driveway,488
2025-01-26T00:00:00.000,Damaged Tree,10
2025-01-26T00:00:00.000,Dead/Dying Tree,3
2025-01-26T00:00:00.000,Dirty Condition,100
2025-01-26T00:00:00.000,HEAT/HOT WATER,1370
2025-01-26T00:00:00.000,Illegal Fireworks,1
2025-01-26T00:00:00.000,Illegal Parking,1398
2025-01-26T00:00:00.000,Noise - Residential,1155
2025-01-26T00:00:00.000,Noise - Street/Sidewalk,148
2025-01-26T00:00:00.000,Rodent,66
2025-01-26T00:00:00.000,Snow or Ice,48
2025-01-26T00:00:00.000,Street Condition,131
2025-01-27T00:00:00.000,Blocked Driveway,476
2025-01-27T00:00:00.000,Damaged Tree,21
2025-01-27T00:00:00.000,Dead/Dying Tree,11
2025-01-27T00:00:00.000,Dirty Condition,126
2025-01-27T00:00:00.000,HEAT/HOT WATER,1484
2025-01-27T00:00:00.000,Illegal Fireworks,4
2025-01-27T00:00:00.000,Illegal Parking,1452
2025-01-27T00:00:00.000,Noise - Residential,734
2025-01-27T00:00:00.000,Noise - Street/Sidewalk,128
2025-01-27T00:00:00.000,Rodent,103
2025-01-27T00:00:00.000,Snow or Ice,37
2025-01-27T00:00:00.000,Street Condition,206
2025-01-28T00:00:00.000,Blocked Driveway,488
2025-01-28T00:00:00.000,Damaged Tree,29
2025-01-28T00:00:00.000,Dead/Dying Tree,20
2025-01-28T00:00:00.000,Dirty Condition,152
2025-01-28T00:00:00.000,HEAT/HOT WATER,1375
2025-01-28T00:00:00.000,Illegal Fireworks,102
2025-01-28T00:00:00.000,Illegal Parking,1422
2025-01-28T00:00:00.000,Noise - Residential,709
2025-01-28T00:00:00.000,Noise - Street/Sidewalk,134
2025-01-28T00:00:00.000,Rodent,99
2025-01-28T00:00:00.000,Snow or Ice,16
2025-01-28T00:00:00.000,Street Condition,224
2025-01-29T00:00:00.000,Blocked Driveway,446
2025-01-29T00:00:00.000,Damaged Tree,66
2025-01-29T00:00:00.000,Dead/Dying Tree,17
2025-01-29T00:00:00.000,Dirty Condition,152
2025-01-29T00:00:00.000,HEAT/HOT WATER,1188
2025-01-29T00:00:00.000,Illegal Fireworks,54
2025-01-29T00:00:00.000,Illegal Parking,1356
2025-01-29T00:00:00.000,Noise - Residential,679
2025-01-29T00:00:00.000,Noise - Street/Sidewalk,134
2025-01-29T00:00:00.000,Rodent,62
2025-01-29T00:00:00.000,Snow or Ice,12
2025-01-29T00:00:00.000,Street Condition,188
2025-01-30T00:00:00.000,Blocked Driveway,455
2025-01-30T00:00:00.000,Damaged Tree,47
2025-01-30T00:00:00.000,Dead/Dying Tree,24
2025-01-30T00:00:00.000,Dirty Condition,152
2025-01-30T00:00:00.000,HEAT/HOT WATER,1439
2025-01-30T00:00:00.000,Illegal Fireworks,6
2025-01-30T00:00:00.000,Illegal Parking,1479
2025-01-30T00:00:00.000,Noise - Residential,652
2025-01-30T00:00:00.000,Noise - Street/Sidewalk,79
2025-01-30T00:00:00.000,Rodent,86
2025-01-30T00:00:00.000,Snow or Ice,14
2025-01-30T00:00:00.000,Street Condition,252
2025-01-31T00:00:00.000,Blocked Driveway,512
2025-01-31T00:00:00.000,Damaged Tree,37
2025-01-31T00:00:00.000,Dead/Dying Tree,5
2025-01-31T00:00:00.000,Dirty Condition,166
2025-01-31T00:00:00.000,HEAT/HOT WATER,1008
2025-01-31T00:00:00.000,Illegal Fireworks,3
2025-01-31T00:00:00.000,Illegal Parking,1533
2025-01-31T00:00:00.000,Noise - Residential,779
2025-01-31T00:00:00.000,Noise - Street/Sidewalk,125
2025-01-31T00:00:00.000,Rodent,80
2025-01-31T00:00:00.000,Snow or Ice,1
2025-01-31T00:00:00.000,Street Condition,119
2025-02-01T00:00:00.000,Blocked Driveway,446
2025-02-01T00:00:00.000,Damaged Tree,24
2025-02-01T00:00:00.000,Dead/Dying Tree,3
2025-02-01T00:00:00.000,Dirty Condition,120
2025-02-01T00:00:00.000,HEAT/HOT WATER,1347
2025-02-01T00:00:00.000,Illegal Fireworks,10
2025-02-01T00:00:00.000,Illegal Parking,1379
2025-02-01T00:00:00.000,Noise - Residential,1135
2025-02-01T00:00:00.000,Noise - Street/Sidewalk,190
2025-02-01T00:00:00.000,Rodent,52
2025-02-01T00:00:00.000,Snow or Ice,1
2025-02-01T00:00:00.000,Street Condition,125
2025-02-02T00:00:00.000,Blocked Driveway,447
2025-02-02T00:00:00.000,Damaged Tree,11
2025-02-02T00:00:00.000,Dead/Dying Tree,5
2025-02-02T00:00:00.000,Dirty Condition,108
2025-02-02T00:00:00.000,HEAT/HOT WATER,2044
2025-02-02T00:00:00.000,Illegal Fireworks,24
2025-02-02T00:00:00.000,Illegal Parking,1339
2025-02-02T00:00:00.000,Noise - Residential,1142
2025-02-02T00:00:00.000,Noise - Street/Sidewalk,152
2025-02-02T00:00:00.000,Rodent,50
2025-02-02T00:00:00.000,Snow or Ice,23
